pref_code,hour,vehicle_type,direction,traffic_volume
30000,0,1,1,4823
30000,1,1,1,3274
30000,2,1,1,2557
30000,3,1,1,2735
30000,4,1,1,4101
30000,5,1,1,8212
30000,6,1,1,26424
30000,7,1,1,183262
30000,8,1,1,169669
30000,9,1,1,139634
30000,10,1,1,139396
30000,11,1,1,138600
30000,12,1,1,137445
30000,13,1,1,142345
30000,14,1,1,144544
30000,15,1,1,156563
30000,16,1,1,170600
30000,17,1,1,199255
30000,18,1,1,164305
30000,19,1,1,38950
30000,20,1,1,24326
30000,21,1,1,17953
30000,22,1,1,12168
30000,23,1,1,7444
30000,0,1,2,4506
30000,1,1,2,2931
30000,2,1,2,2552
30000,3,1,2,2805
30000,4,1,2,4379
30000,5,1,2,8957
30000,6,1,2,31272
30000,7,1,2,192102
30000,8,1,2,177497
30000,9,1,2,144730
30000,10,1,2,144262
30000,11,1,2,140386
30000,12,1,2,138387
30000,13,1,2,137771
30000,14,1,2,139020
30000,15,1,2,149067
30000,16,1,2,158908
30000,17,1,2,191815
30000,18,1,2,160024
30000,19,1,2,36066
30000,20,1,2,23910
30000,21,1,2,18182
30000,22,1,2,11808
30000,23,1,2,7173
30000,0,2,1,1324
30000,1,2,1,1271
30000,2,2,1,1609
30000,3,2,1,2112
30000,4,2,1,2682
30000,5,2,1,3431
30000,6,2,1,4524
30000,7,2,1,13140
30000,8,2,1,17572
30000,9,2,1,20895
30000,10,2,1,19882
30000,11,2,1,18131
30000,12,2,1,13973
30000,13,2,1,15710
30000,14,2,1,16797
30000,15,2,1,15808
30000,16,2,1,13881
30000,17,2,1,9246
30000,18,2,1,5854
30000,19,2,1,2489
30000,20,2,1,1435
30000,21,2,1,1279
30000,22,2,1,1184
30000,23,2,1,1197
30000,0,2,2,1407
30000,1,2,2,1729
30000,2,2,2,1833
30000,3,2,2,2064
30000,4,2,2,2704
30000,5,2,2,4425
30000,6,2,2,6818
30000,7,2,2,16636
30000,8,2,2,19129
30000,9,2,2,19509
30000,10,2,2,19127
30000,11,2,2,17656
30000,12,2,2,14045
30000,13,2,2,15976
30000,14,2,2,16364
30000,15,2,2,14313
30000,16,2,2,12131
30000,17,2,2,8338
30000,18,2,2,5068
30000,19,2,2,1690
30000,20,2,2,1433
30000,21,2,2,1307
30000,22,2,2,1279
30000,23,2,2,1301
