pref_code,hour,vehicle_type,direction,traffic_volume
27000,0,1,1,40790
27000,1,1,1,30176
27000,2,1,1,25809
27000,3,1,1,26456
27000,4,1,1,36817
27000,5,1,1,94926
27000,6,1,1,348785
27000,7,1,1,961643
27000,8,1,1,862926
27000,9,1,1,745655
27000,10,1,1,711154
27000,11,1,1,698728
27000,12,1,1,688515
27000,13,1,1,707248
27000,14,1,1,749622
27000,15,1,1,798358
27000,16,1,1,838346
27000,17,1,1,924437
27000,18,1,1,825664
27000,19,1,1,255172
27000,20,1,1,184152
27000,21,1,1,124382
27000,22,1,1,83663
27000,23,1,1,57991
27000,0,1,2,50999
27000,1,1,2,37967
27000,2,1,2,30946
27000,3,1,2,30455
27000,4,1,2,40052
27000,5,1,2,87256
27000,6,1,2,304830
27000,7,1,2,946310
27000,8,1,2,916015
27000,9,1,2,810618
27000,10,1,2,783136
27000,11,1,2,768983
27000,12,1,2,761009
27000,13,1,2,771871
27000,14,1,2,802810
27000,15,1,2,856070
27000,16,1,2,907145
27000,17,1,2,1047277
27000,18,1,2,985358
27000,19,1,2,336891
27000,20,1,2,237019
27000,21,1,2,159911
27000,22,1,2,105298
27000,23,1,2,71257
27000,0,2,1,27423
27000,1,2,1,27975
27000,2,2,1,29348
27000,3,2,1,35944
27000,4,2,1,47921
27000,5,2,1,67134
27000,6,2,1,87369
27000,7,2,1,145238
27000,8,2,1,165260
27000,9,2,1,205091
27000,10,2,1,208084
27000,11,2,1,188325
27000,12,2,1,166271
27000,13,2,1,165870
27000,14,2,1,169738
27000,15,2,1,155708
27000,16,2,1,132307
27000,17,2,1,101316
27000,18,2,1,81296
27000,19,2,1,46237
27000,20,2,1,44849
27000,21,2,1,39555
27000,22,2,1,32521
27000,23,2,1,27890
27000,0,2,2,35809
27000,1,2,2,33912
27000,2,2,2,37262
27000,3,2,2,42593
27000,4,2,2,55960
27000,5,2,2,78220
27000,6,2,2,100965
27000,7,2,2,155434
27000,8,2,2,174980
27000,9,2,2,216721
27000,10,2,2,220200
27000,11,2,2,200093
27000,12,2,2,178005
27000,13,2,2,174749
27000,14,2,2,181517
27000,15,2,2,167001
27000,16,2,2,145023
27000,17,2,2,108664
27000,18,2,2,86558
27000,19,2,2,46914
27000,20,2,2,42178
27000,21,2,2,38790
27000,22,2,2,34154
27000,23,2,2,32772
