pref_code,hour,vehicle_type,direction,traffic_volume
18000,0,1,1,1680
18000,1,1,1,1370
18000,2,1,1,1094
18000,3,1,1,1128
18000,4,1,1,1489
18000,5,1,1,2928
18000,6,1,1,10921
18000,7,1,1,144802
18000,8,1,1,122704
18000,9,1,1,88183
18000,10,1,1,87044
18000,11,1,1,86310
18000,12,1,1,85788
18000,13,1,1,88068
18000,14,1,1,88186
18000,15,1,1,95160
18000,16,1,1,103229
18000,17,1,1,131107
18000,18,1,1,105093
18000,19,1,1,13122
18000,20,1,1,8869
18000,21,1,1,6374
18000,22,1,1,3940
18000,23,1,1,2597
18000,0,1,2,1981
18000,1,1,2,1255
18000,2,1,2,956
18000,3,1,2,929
18000,4,1,2,1237
18000,5,1,2,2460
18000,6,1,2,9280
18000,7,1,2,132727
18000,8,1,2,112821
18000,9,1,2,86472
18000,10,1,2,84696
18000,11,1,2,85241
18000,12,1,2,84848
18000,13,1,2,86557
18000,14,1,2,88464
18000,15,1,2,95316
18000,16,1,2,104499
18000,17,1,2,135349
18000,18,1,2,114675
18000,19,1,2,15661
18000,20,1,2,9984
18000,21,1,2,6791
18000,22,1,2,4484
18000,23,1,2,2817
18000,0,2,1,5103
18000,1,2,1,4012
18000,2,2,1,3712
18000,3,2,1,4035
18000,4,2,1,4426
18000,5,2,1,4692
18000,6,2,1,5065
18000,7,2,1,12726
18000,8,2,1,15074
18000,9,2,1,15903
18000,10,2,1,15837
18000,11,2,1,15613
18000,12,2,1,12132
18000,13,2,1,14660
18000,14,2,1,15213
18000,15,2,1,14953
18000,16,2,1,14095
18000,17,2,1,10815
18000,18,2,1,8357
18000,19,2,1,4792
18000,20,2,1,4328
18000,21,2,1,4228
18000,22,2,1,4827
18000,23,2,1,5231
18000,0,2,2,3868
18000,1,2,2,3819
18000,2,2,2,3649
18000,3,2,2,3572
18000,4,2,2,3351
18000,5,2,2,3617
18000,6,2,2,4053
18000,7,2,2,13502
18000,8,2,2,15904
18000,9,2,2,18958
18000,10,2,2,19399
18000,11,2,2,17730
18000,12,2,2,13342
18000,13,2,2,15977
18000,14,2,2,15934
18000,15,2,2,15160
18000,16,2,2,13935
18000,17,2,2,10114
18000,18,2,2,7668
18000,19,2,2,4481
18000,20,2,2,4338
18000,21,2,2,4713
18000,22,2,2,4608
18000,23,2,2,4009
