pref_code,hour,vehicle_type,direction,traffic_volume
47000,0,1,1,3709
47000,1,1,1,2536
47000,2,1,1,1875
47000,3,1,1,1700
47000,4,1,1,2491
47000,5,1,1,6392
47000,6,1,1,26798
47000,7,1,1,220408
47000,8,1,1,210280
47000,9,1,1,170608
47000,10,1,1,166504
47000,11,1,1,171473
47000,12,1,1,170286
47000,13,1,1,175238
47000,14,1,1,181685
47000,15,1,1,191117
47000,16,1,1,208853
47000,17,1,1,243109
47000,18,1,1,220210
47000,19,1,1,31407
47000,20,1,1,19461
47000,21,1,1,13694
47000,22,1,1,9719
47000,23,1,1,5971
47000,0,1,2,4843
47000,1,1,2,3552
47000,2,1,2,3019
47000,3,1,2,2788
47000,4,1,2,3723
47000,5,1,2,7842
47000,6,1,2,29690
47000,7,1,2,220584
47000,8,1,2,208285
47000,9,1,2,171986
47000,10,1,2,167360
47000,11,1,2,170403
47000,12,1,2,171174
47000,13,1,2,174455
47000,14,1,2,180333
47000,15,1,2,189023
47000,16,1,2,204891
47000,17,1,2,236637
47000,18,1,2,214652
47000,19,1,2,28478
47000,20,1,2,19106
47000,21,1,2,14011
47000,22,1,2,10325
47000,23,1,2,6793
47000,0,2,1,120
47000,1,2,1,138
47000,2,2,1,121
47000,3,2,1,183
47000,4,2,1,302
47000,5,2,1,665
47000,6,2,1,1406
47000,7,2,1,12457
47000,8,2,1,16774
47000,9,2,1,19950
47000,10,2,1,19362
47000,11,2,1,17626
47000,12,2,1,13581
47000,13,2,1,16927
47000,14,2,1,17198
47000,15,2,1,16396
47000,16,2,1,14697
47000,17,2,1,9511
47000,18,2,1,5606
47000,19,2,1,905
47000,20,2,1,574
47000,21,2,1,441
47000,22,2,1,212
47000,23,2,1,213
47000,0,2,2,129
47000,1,2,2,141
47000,2,2,2,137
47000,3,2,2,110
47000,4,2,2,272
47000,5,2,2,851
47000,6,2,2,1818
47000,7,2,2,12215
47000,8,2,2,17264
47000,9,2,2,19960
47000,10,2,2,19250
47000,11,2,2,17777
47000,12,2,2,13108
47000,13,2,2,17367
47000,14,2,2,18176
47000,15,2,2,16304
47000,16,2,2,14058
47000,17,2,2,9174
47000,18,2,2,5679
47000,19,2,2,798
47000,20,2,2,531
47000,21,2,2,398
47000,22,2,2,311
47000,23,2,2,174
