pref_code,hour,vehicle_type,direction,traffic_volume
7000,0,1,1,3604
7000,1,1,1,2694
7000,2,1,1,2215
7000,3,1,1,2650
7000,4,1,1,4561
7000,5,1,1,11101
7000,6,1,1,32319
7000,7,1,1,244886
7000,8,1,1,191325
7000,9,1,1,156246
7000,10,1,1,159076
7000,11,1,1,158496
7000,12,1,1,148454
7000,13,1,1,156478
7000,14,1,1,163066
7000,15,1,1,172894
7000,16,1,1,189355
7000,17,1,1,231687
7000,18,1,1,177647
7000,19,1,1,33411
7000,20,1,1,20464
7000,21,1,1,14145
7000,22,1,1,8522
7000,23,1,1,5492
7000,0,1,2,3760
7000,1,1,2,3100
7000,2,1,2,2661
7000,3,1,2,3300
7000,4,1,2,6078
7000,5,1,2,12771
7000,6,1,2,32777
7000,7,1,2,246746
7000,8,1,2,193842
7000,9,1,2,156543
7000,10,1,2,158816
7000,11,1,2,154557
7000,12,1,2,148037
7000,13,1,2,154965
7000,14,1,2,160998
7000,15,1,2,171893
7000,16,1,2,185430
7000,17,1,2,230411
7000,18,1,2,174477
7000,19,1,2,33458
7000,20,1,2,20055
7000,21,1,2,13762
7000,22,1,2,8752
7000,23,1,2,5715
7000,0,2,1,8768
7000,1,2,1,7900
7000,2,2,1,6669
7000,3,2,1,6201
7000,4,2,1,6328
7000,5,2,1,7301
7000,6,2,1,10049
7000,7,2,1,24843
7000,8,2,1,32319
7000,9,2,1,38433
7000,10,2,1,40979
7000,11,2,1,37283
7000,12,2,1,29634
7000,13,2,1,33345
7000,14,2,1,33426
7000,15,2,1,32623
7000,16,2,1,28569
7000,17,2,1,21679
7000,18,2,1,18172
7000,19,2,1,11575
7000,20,2,1,11715
7000,21,2,1,11829
7000,22,2,1,10560
7000,23,2,1,10016
7000,0,2,2,12838
7000,1,2,2,12818
7000,2,2,2,11446
7000,3,2,2,10822
7000,4,2,2,11380
7000,5,2,2,12914
7000,6,2,2,13251
7000,7,2,2,26972
7000,8,2,2,31028
7000,9,2,2,33253
7000,10,2,2,34198
7000,11,2,2,31307
7000,12,2,2,25082
7000,13,2,2,30155
7000,14,2,2,31165
7000,15,2,2,30298
7000,16,2,2,27181
7000,17,2,2,21262
7000,18,2,2,17182
7000,19,2,2,10529
7000,20,2,2,9785
7000,21,2,2,10535
7000,22,2,2,12330
7000,23,2,2,13511
