pref_code,hour,vehicle_type,direction,traffic_volume
37000,0,1,1,2425
37000,1,1,1,1755
37000,2,1,1,1150
37000,3,1,1,1181
37000,4,1,1,1718
37000,5,1,1,3618
37000,6,1,1,12962
37000,7,1,1,181313
37000,8,1,1,164326
37000,9,1,1,125872
37000,10,1,1,122603
37000,11,1,1,122331
37000,12,1,1,126173
37000,13,1,1,123243
37000,14,1,1,123367
37000,15,1,1,131924
37000,16,1,1,141203
37000,17,1,1,177032
37000,18,1,1,152468
37000,19,1,1,22217
37000,20,1,1,14528
37000,21,1,1,10574
37000,22,1,1,6790
37000,23,1,1,3946
37000,0,1,2,2728
37000,1,1,2,1891
37000,2,1,2,1330
37000,3,1,2,1349
37000,4,1,2,1864
37000,5,1,2,4304
37000,6,1,2,15263
37000,7,1,2,176331
37000,8,1,2,158913
37000,9,1,2,124578
37000,10,1,2,123522
37000,11,1,2,124613
37000,12,1,2,127427
37000,13,1,2,123758
37000,14,1,2,123808
37000,15,1,2,129417
37000,16,1,2,141230
37000,17,1,2,177676
37000,18,1,2,152378
37000,19,1,2,20901
37000,20,1,2,14493
37000,21,1,2,9847
37000,22,1,2,7197
37000,23,1,2,4085
37000,0,2,1,2274
37000,1,2,1,1983
37000,2,2,1,1843
37000,3,2,1,1812
37000,4,2,1,2316
37000,5,2,1,3195
37000,6,2,1,3862
37000,7,2,1,14854
37000,8,2,1,19290
37000,9,2,1,21994
37000,10,2,1,22868
37000,11,2,1,21686
37000,12,2,1,17906
37000,13,2,1,19176
37000,14,2,1,19567
37000,15,2,1,18470
37000,16,2,1,16974
37000,17,2,1,12488
37000,18,2,1,9439
37000,19,2,1,4324
37000,20,2,1,3761
37000,21,2,1,3402
37000,22,2,1,3519
37000,23,2,1,3426
37000,0,2,2,3670
37000,1,2,2,3218
37000,2,2,2,2995
37000,3,2,2,3408
37000,4,2,2,3582
37000,5,2,2,4421
37000,6,2,2,5453
37000,7,2,2,16983
37000,8,2,2,19844
37000,9,2,2,21733
37000,10,2,2,21161
37000,11,2,2,19294
37000,12,2,2,16009
37000,13,2,2,17531
37000,14,2,2,18252
37000,15,2,2,16693
37000,16,2,2,14362
37000,17,2,2,11018
37000,18,2,2,8689
37000,19,2,2,3497
37000,20,2,2,3392
37000,21,2,2,3426
37000,22,2,2,3340
37000,23,2,2,3975
