pref_code,hour,vehicle_type,direction,traffic_volume
1100,0,1,1,7968
1100,1,1,1,6057
1100,2,1,1,5554
1100,3,1,1,5749
1100,4,1,1,9231
1100,5,1,1,21467
1100,6,1,1,67031
1100,7,1,1,432192
1100,8,1,1,433361
1100,9,1,1,368301
1100,10,1,1,372728
1100,11,1,1,371608
1100,12,1,1,358423
1100,13,1,1,382167
1100,14,1,1,400816
1100,15,1,1,423407
1100,16,1,1,437878
1100,17,1,1,519863
1100,18,1,1,411940
1100,19,1,1,72487
1100,20,1,1,46235
1100,21,1,1,32383
1100,22,1,1,20221
1100,23,1,1,12109
1100,0,1,2,9008
1100,1,1,2,6710
1100,2,1,2,5958
1100,3,1,2,6050
1100,4,1,2,9953
1100,5,1,2,22398
1100,6,1,2,66578
1100,7,1,2,444547
1100,8,1,2,435477
1100,9,1,2,367543
1100,10,1,2,375840
1100,11,1,2,373110
1100,12,1,2,358508
1100,13,1,2,380909
1100,14,1,2,393148
1100,15,1,2,414224
1100,16,1,2,425381
1100,17,1,2,506075
1100,18,1,2,402109
1100,19,1,2,75672
1100,20,1,2,49699
1100,21,1,2,35298
1100,22,1,2,22571
1100,23,1,2,13519
1100,0,2,1,4315
1100,1,2,1,4369
1100,2,2,1,5087
1100,3,2,1,5924
1100,4,2,1,8229
1100,5,2,1,13005
1100,6,2,1,20820
1100,7,2,1,75123
1100,8,2,1,83532
1100,9,2,1,90905
1100,10,2,1,90661
1100,11,2,1,84894
1100,12,2,1,62679
1100,13,2,1,81202
1100,14,2,1,84412
1100,15,2,1,82870
1100,16,2,1,74963
1100,17,2,1,57832
1100,18,2,1,36759
1100,19,2,1,11048
1100,20,2,1,7816
1100,21,2,1,6566
1100,22,2,1,5513
1100,23,2,1,4607
1100,0,2,2,5206
1100,1,2,2,5287
1100,2,2,2,6317
1100,3,2,2,7278
1100,4,2,2,9740
1100,5,2,2,15918
1100,6,2,2,23631
1100,7,2,2,77082
1100,8,2,2,83950
1100,9,2,2,89863
1100,10,2,2,90125
1100,11,2,2,83196
1100,12,2,2,61241
1100,13,2,2,79739
1100,14,2,2,83575
1100,15,2,2,80385
1100,16,2,2,73685
1100,17,2,2,56558
1100,18,2,2,36868
1100,19,2,2,11343
1100,20,2,2,8718
1100,21,2,2,7838
1100,22,2,2,6733
1100,23,2,2,5675
