pref_code,hour,vehicle_type,direction,traffic_volume
45000,0,1,1,3320
45000,1,1,1,2408
45000,2,1,1,1649
45000,3,1,1,1623
45000,4,1,1,2297
45000,5,1,1,4605
45000,6,1,1,18135
45000,7,1,1,150383
45000,8,1,1,126038
45000,9,1,1,105446
45000,10,1,1,107915
45000,11,1,1,105275
45000,12,1,1,101339
45000,13,1,1,103258
45000,14,1,1,105391
45000,15,1,1,113868
45000,16,1,1,124265
45000,17,1,1,152459
45000,18,1,1,122047
45000,19,1,1,23185
45000,20,1,1,15063
45000,21,1,1,11356
45000,22,1,1,7558
45000,23,1,1,4423
45000,0,1,2,3615
45000,1,1,2,2453
45000,2,1,2,1849
45000,3,1,2,1554
45000,4,1,2,2077
45000,5,1,2,4633
45000,6,1,2,18269
45000,7,1,2,149920
45000,8,1,2,125454
45000,9,1,2,105311
45000,10,1,2,107258
45000,11,1,2,103981
45000,12,1,2,100006
45000,13,1,2,102856
45000,14,1,2,105121
45000,15,1,2,114222
45000,16,1,2,126802
45000,17,1,2,156546
45000,18,1,2,123004
45000,19,1,2,23921
45000,20,1,2,15207
45000,21,1,2,11383
45000,22,1,2,8383
45000,23,1,2,5073
45000,0,2,1,736
45000,1,2,1,924
45000,2,2,1,1032
45000,3,2,1,1138
45000,4,2,1,1446
45000,5,2,1,1893
45000,6,2,1,3294
45000,7,2,1,13270
45000,8,2,1,15937
45000,9,2,1,17876
45000,10,2,1,18375
45000,11,2,1,16307
45000,12,2,1,12028
45000,13,2,1,14587
45000,14,2,1,14907
45000,15,2,1,13795
45000,16,2,1,12118
45000,17,2,1,8086
45000,18,2,1,5245
45000,19,2,1,1922
45000,20,2,1,1426
45000,21,2,1,1221
45000,22,2,1,1132
45000,23,2,1,730
45000,0,2,2,1391
45000,1,2,2,1375
45000,2,2,2,1533
45000,3,2,2,1799
45000,4,2,2,2006
45000,5,2,2,2572
45000,6,2,2,4010
45000,7,2,2,14186
45000,8,2,2,16543
45000,9,2,2,17289
45000,10,2,2,16960
45000,11,2,2,15254
45000,12,2,2,10773
45000,13,2,2,13974
45000,14,2,2,14390
45000,15,2,2,13827
45000,16,2,2,12245
45000,17,2,2,8406
45000,18,2,2,5584
45000,19,2,2,1778
45000,20,2,2,1433
45000,21,2,2,1336
45000,22,2,2,1153
45000,23,2,2,1504
