pref_code,hour,vehicle_type,direction,traffic_volume
40000,0,1,1,13522
40000,1,1,1,11007
40000,2,1,1,8331
40000,3,1,1,8514
40000,4,1,1,13412
40000,5,1,1,29165
40000,6,1,1,104994
40000,7,1,1,859296
40000,8,1,1,782227
40000,9,1,1,642714
40000,10,1,1,627825
40000,11,1,1,619773
40000,12,1,1,611082
40000,13,1,1,622730
40000,14,1,1,644023
40000,15,1,1,684345
40000,16,1,1,731498
40000,17,1,1,864202
40000,18,1,1,770854
40000,19,1,1,119548
40000,20,1,1,76094
40000,21,1,1,51567
40000,22,1,1,34131
40000,23,1,1,20881
40000,0,1,2,13493
40000,1,1,2,11433
40000,2,1,2,9377
40000,3,1,2,9009
40000,4,1,2,13744
40000,5,1,2,28657
40000,6,1,2,98865
40000,7,1,2,826129
40000,8,1,2,768102
40000,9,1,2,650962
40000,10,1,2,639339
40000,11,1,2,629965
40000,12,1,2,615444
40000,13,1,2,625661
40000,14,1,2,641437
40000,15,1,2,677220
40000,16,1,2,726363
40000,17,1,2,873517
40000,18,1,2,792138
40000,19,1,2,119757
40000,20,1,2,76888
40000,21,1,2,54454
40000,22,1,2,34800
40000,23,1,2,21031
40000,0,2,1,9777
40000,1,2,1,8317
40000,2,2,1,7899
40000,3,2,1,8844
40000,4,2,1,11435
40000,5,2,1,16357
40000,6,2,1,22472
40000,7,2,1,83370
40000,8,2,1,99718
40000,9,2,1,120833
40000,10,2,1,125370
40000,11,2,1,118054
40000,12,2,1,99150
40000,13,2,1,104648
40000,14,2,1,106920
40000,15,2,1,100445
40000,16,2,1,88091
40000,17,2,1,66593
40000,18,2,1,49670
40000,19,2,1,18543
40000,20,2,1,16717
40000,21,2,1,14326
40000,22,2,1,13114
40000,23,2,1,11385
40000,0,2,2,12304
40000,1,2,2,13189
40000,2,2,2,14604
40000,3,2,2,17118
40000,4,2,2,21335
40000,5,2,2,27029
40000,6,2,2,32625
40000,7,2,2,90790
40000,8,2,2,102831
40000,9,2,2,117473
40000,10,2,2,119542
40000,11,2,2,110248
40000,12,2,2,90591
40000,13,2,2,96902
40000,14,2,2,98174
40000,15,2,2,90989
40000,16,2,2,81332
40000,17,2,2,60378
40000,18,2,2,44841
40000,19,2,2,14023
40000,20,2,2,12014
40000,21,2,2,11535
40000,22,2,2,11632
40000,23,2,2,15023
