pref_code,hour,vehicle_type,direction,traffic_volume
9000,0,1,1,2633
9000,1,1,1,1805
9000,2,1,1,1511
9000,3,1,1,1637
9000,4,1,1,2368
9000,5,1,1,5380
9000,6,1,1,17673
9000,7,1,1,274062
9000,8,1,1,227856
9000,9,1,1,176519
9000,10,1,1,175772
9000,11,1,1,177365
9000,12,1,1,176062
9000,13,1,1,177441
9000,14,1,1,190078
9000,15,1,1,203898
9000,16,1,1,220051
9000,17,1,1,263745
9000,18,1,1,220288
9000,19,1,1,24113
9000,20,1,1,15366
9000,21,1,1,9909
9000,22,1,1,6464
9000,23,1,1,3962
9000,0,1,2,2584
9000,1,1,2,1943
9000,2,1,2,1660
9000,3,1,2,2001
9000,4,1,2,3214
9000,5,1,2,7567
9000,6,1,2,25391
9000,7,1,2,285127
9000,8,1,2,236461
9000,9,1,2,181465
9000,10,1,2,180438
9000,11,1,2,179190
9000,12,1,2,175820
9000,13,1,2,176706
9000,14,1,2,183297
9000,15,1,2,194615
9000,16,1,2,209325
9000,17,1,2,253410
9000,18,1,2,209017
9000,19,1,2,19481
9000,20,1,2,12955
9000,21,1,2,9109
9000,22,1,2,5884
9000,23,1,2,3591
9000,0,2,1,7045
9000,1,2,1,6976
9000,2,2,1,6811
9000,3,2,1,6826
9000,4,2,1,6922
9000,5,2,1,6518
9000,6,2,1,7372
9000,7,2,1,27034
9000,8,2,1,33481
9000,9,2,1,40372
9000,10,2,1,41719
9000,11,2,1,39278
9000,12,2,1,32549
9000,13,2,1,35468
9000,14,2,1,37329
9000,15,2,1,33271
9000,16,2,1,28335
9000,17,2,1,21456
9000,18,2,1,15828
9000,19,2,1,7227
9000,20,2,1,7436
9000,21,2,1,7196
9000,22,2,1,7432
9000,23,2,1,7895
9000,0,2,2,7801
9000,1,2,2,6528
9000,2,2,2,6389
9000,3,2,2,6986
9000,4,2,2,8296
9000,5,2,2,9565
9000,6,2,2,11365
9000,7,2,2,29713
9000,8,2,2,34148
9000,9,2,2,39350
9000,10,2,2,39688
9000,11,2,2,37591
9000,12,2,2,32897
9000,13,2,2,35760
9000,14,2,2,35984
9000,15,2,2,32666
9000,16,2,2,28654
9000,17,2,2,21084
9000,18,2,2,15292
9000,19,2,2,6613
9000,20,2,2,7227
9000,21,2,2,7977
9000,22,2,2,8465
9000,23,2,2,8647
