pref_code,hour,vehicle_type,direction,traffic_volume
10000,0,1,1,5396
10000,1,1,1,4099
10000,2,1,1,3776
10000,3,1,1,3577
10000,4,1,1,5220
10000,5,1,1,12424
10000,6,1,1,42693
10000,7,1,1,293532
10000,8,1,1,255976
10000,9,1,1,198007
10000,10,1,1,196650
10000,11,1,1,197177
10000,12,1,1,193516
10000,13,1,1,196365
10000,14,1,1,211445
10000,15,1,1,232205
10000,16,1,1,245447
10000,17,1,1,297755
10000,18,1,1,254857
10000,19,1,1,52483
10000,20,1,1,32902
10000,21,1,1,22381
10000,22,1,1,14021
10000,23,1,1,8103
10000,0,1,2,6687
10000,1,1,2,4571
10000,2,1,2,4147
10000,3,1,2,3911
10000,4,1,2,5784
10000,5,1,2,12390
10000,6,1,2,42896
10000,7,1,2,297251
10000,8,1,2,253768
10000,9,1,2,194630
10000,10,1,2,197255
10000,11,1,2,199203
10000,12,1,2,191828
10000,13,1,2,190685
10000,14,1,2,197708
10000,15,1,2,214653
10000,16,1,2,231417
10000,17,1,2,287935
10000,18,1,2,250902
10000,19,1,2,52071
10000,20,1,2,33973
10000,21,1,2,24301
10000,22,1,2,16108
10000,23,1,2,9966
10000,0,2,1,7479
10000,1,2,1,7625
10000,2,2,1,8038
10000,3,2,1,8719
10000,4,2,1,8809
10000,5,2,1,9081
10000,6,2,1,11412
10000,7,2,1,26950
10000,8,2,1,34288
10000,9,2,1,41167
10000,10,2,1,41939
10000,11,2,1,38990
10000,12,2,1,32632
10000,13,2,1,36331
10000,14,2,1,37659
10000,15,2,1,34297
10000,16,2,1,29652
10000,17,2,1,22185
10000,18,2,1,16552
10000,19,2,1,9227
10000,20,2,1,8332
10000,21,2,1,8038
10000,22,2,1,7935
10000,23,2,1,8391
10000,0,2,2,7800
10000,1,2,2,7151
10000,2,2,2,7174
10000,3,2,2,8450
10000,4,2,2,9640
10000,5,2,2,11584
10000,6,2,2,14085
10000,7,2,2,28831
10000,8,2,2,34254
10000,9,2,2,40880
10000,10,2,2,40498
10000,11,2,2,38274
10000,12,2,2,32613
10000,13,2,2,35085
10000,14,2,2,35992
10000,15,2,2,33062
10000,16,2,2,28921
10000,17,2,2,20827
10000,18,2,2,15749
10000,19,2,2,8634
10000,20,2,2,8431
10000,21,2,2,8274
10000,22,2,2,8898
10000,23,2,2,9032
